class id,course prefix,course number,section,term,call number,class title,class subtitle,status,instructors,schedule,enrollment,max enroll,core area,sess,ues,ues+,ues%,col,dept,act,sess,insts,asst count,textbooks,syllabus
se3376.501.17s,se,3376 ,501 ,17s,22232 ,C/C++ Programming in a UNIX Environment ,,Open,Mohamed Amine Belkoura,Tues & Thurs : 7:00pm-8:15pm : ECSS_2.201,3,57, ,1,-,,,ecs,csci,lec,1,mxb135330,0, , 
se3376.502.17s,se,3376 ,502 ,17s,22928 ,C/C++ Programming in a UNIX Environment ,,Open,Mohamed Amine Belkoura,Tues & Thurs : 5:30pm-6:45pm : ECSS_2.410,8,52, ,1,do_eval,,,ecs,csci,lec,1,mxb135330,0, ,syl
se3376.002.17s,se,3376 ,002 ,17s,27380 ,C/C++ Programming in a UNIX Environment ,,Open,Stephen Perkins,Tues & Thurs : 10:00am-11:15am : ECSS_2.412,3,57, ,1,-,,,ecs,csci,lec,1,sxp127930,1, , 
se3376.001.17s,se,3376 ,001 ,17s,23066 ,C/C++ Programming in a UNIX Environment ,,Open,Stephen Perkins,Mon & Wed : 4:00pm-5:15pm : ECSS_2.415,9,51, ,1,do_eval,,,ecs,csci,lec,1,sxp127930,2, , 
se3376.0w2.17s,se,3376 ,0w2 ,17s,23210 ,C/C++ Programming in a UNIX Environment ,,Open,Richard Min,-schedule is not posted or not applicable-,9,51, ,1,do_eval,,,ecs,csci,lec,1,rkm010300,1, ,syl
se4347.001.17s,se,4347 ,001 ,17s,22300 ,Database Systems ,,Open,Eric Becker,Mon & Wed : 2:30pm-3:45pm : ECSS_2.305,8,52, ,1,do_eval,,,ecs,csci,lec,1,ewb160130,1, ,syl
se4347.002.17s,se,4347 ,002 ,17s,23068 ,Database Systems ,,Open,Michael Christiansen,Mon & Wed : 4:00pm-5:15pm : ECSS_2.306,7,53, ,1,do_eval,,,ecs,csci,lec,1,mgc013000,1, ,syl
se4347.003.17s,se,4347 ,003 ,17s,27379 ,Database Systems ,,Open,Eric Becker,Tues & Thurs : 4:00pm-5:15pm : ECSS_2.311,7,53, ,1,do_eval,,,ecs,csci,lec,1,ewb160130,2,"9780133970777,9780133971224 ",syl
se4348.002.17s,se,4348 ,002 ,17s,22510 ,Operating Systems Concepts ,,Open,Greg Ozbirn,Tues & Thurs : 1:00pm-2:15pm : ECSN_2.126,8,32, ,1,do_eval,,,ecs,csci,lec,1,ozbirn,1,"9780133805918,9780133806175 ",syl
se4348.001.17s,se,4348 ,001 ,17s,22511 ,Operating Systems Concepts ,,Open,Greg Ozbirn,Mon & Wed : 1:00pm-2:15pm : ECSS_2.203,3,57, ,1,-,,,ecs,csci,lec,1,ozbirn,1,"9780133805918,9780133806175 ",syl
se4348.501.17s,se,4348 ,501 ,17s,27378 ,Operating Systems Concepts ,,Open,Alexander Cornelius,Mon & Wed : 7:00pm-8:15pm : ECSS_2.305,7,53, ,1,do_eval,,,ecs,csci,lec,1,anc160530,1,"9780133805918,9780133806175 ",syl
se4351.001.17s,se,4351 ,001 ,17s,23079 ,Requirements Engineering ,,Closed,Janell Straach,Mon & Wed : 1:00pm-2:15pm : _,36,0, ,1,do_eval,,,ecs,csci,lec,1,jxs017800,2, ,syl
se4352.001.17s,se,4352 ,001 ,17s,22228 ,Software Architecture and Design ,,Closed,Michael Christiansen,Tues & Thurs : 4:00pm-5:15pm : CB2_1.202,30,0, ,1,do_eval,,,ecs,csci,lec,1,mgc013000,1,9780321154958 ,syl
se4367.001.17s,se,4367 ,001 ,17s,22233 ,"Software Testing, Verification, Validation and Quality Assurance ",,Open,Mark Paulk,Tues & Thurs : 11:30am-12:45pm : ECSS_2.201,49,11, ,1,do_eval,,,ecs,csci,lec,1,mcp130030,1,"9780471081128,9780442013615,9788131794760,9780471469124,9780932633699 ",syl
se4381.001.17s,se,4381 ,001 ,17s,22229 ,Software Project Planning and Management ,,Closed,Janell Straach,Mon & Wed : 2:30pm-3:45pm : _,49,0, ,1,do_eval,,,ecs,csci,lec,1,jxs017800,2, ,syl
se4485.001.17s,se,4485 ,001 ,17s,22230 ,Software Engineering Project ,,Open,Weichen Wong,Fri : 1:00pm-3:45pm : ECSS_2.306,39,21, ,1,do_eval,,,ecs,csci,llb,1,wew021000,0, , 
se4v95.501.17s,se,4v95 ,501 ,17s,23244 ,Undergraduate Topics in Software Engineering ,,Open,Timothy Culver,Mon & Wed : 7:00pm-8:15pm : ECSS_2.410,2,28, ,1,-,,,ecs,csci,ind,1,tlc130230,1,"9780124166752,9780124166844 ",syl
se5v81.001.17s,se,5v81 ,001 ,17s,28071 ,Special Topics in Computer Science ,SFS SEMINAR,Open,"Janell Straach,Kamil Sarac",Tues : 4:00pm-4:50pm : _,0,25, ,1,-,,,ecs,csci,ind,1,"jxs017800,kxs028100",0, , 
se6301.004.17s,se,6301 ,004 ,17s,22603 ,Special Topics in Software Engineering ,R FOR DATA SCIENTISTS,Open,William Semper,Mon & Wed : 1:00pm-2:15pm : ECSS_2.412,1,39, ,1,-,,,ecs,csci,lec,1,wjs130130,1, ,syl
se6301.502.17s,se,6301 ,502 ,17s,22980 ,Special Topics in Software Engineering ,SOFTWARE DEFINED NETWORK,Open,Timothy Culver,Mon & Wed : 8:30pm-9:45pm : ECSS_2.412,1,39, ,1,-,,,ecs,csci,lec,1,tlc130230,1,"9780124166752,9780124166844 ",syl
se6301.005.17s,se,6301 ,005 ,17s,23011 ,Special Topics in Software Engineering ,DEVELOPING/SECURING THE CLOUD,Open,Bhavani Thuraisingham,Fri : 4:00pm-6:45pm : ECSS_2.306,0,40, ,1,-,,,ecs,csci,lec,1,bxt043000,1, , 
se6301.006.17s,se,6301 ,006 ,17s,27893 ,Special Topics in Software Engineering ,MULTICORE & NETWORK REAL TIME,Open,Cong Liu,Fri : 10:00am-12:45pm : FO_3.616,0,40, ,1,-,,,ecs,csci,lec,1,cxl137330,0, , 
se6329.001.17s,se,6329 ,001 ,17s,27706 ,Object-Oriented Software Engineering ,,Open,Rym Zalila-Wenkstern,Tues & Thurs : 11:30am-12:45pm : ECSS_2.203,2,38, ,1,-,,,ecs,csci,lec,1,rmili,0,"9780077508449,9780073376257 ",syl
se6359.501.17s,se,6359 ,501 ,17s,27787 ,Object-Oriented Analysis and Design ,,Open,Ebenezer Oladimeji,Tues & Thurs : 7:00pm-8:15pm : ECSS_2.306,0,49, ,1,-,,,ecs,csci,lec,1,eao015100,0, , 
se6360.003.17s,se,6360 ,003 ,17s,22780 ,Database Design ,,Open,Chris Davis,Tues & Thurs : 1:00pm-2:15pm : ECSS_2.311,1,39, ,1,-,,,ecs,csci,lec,1,cid021000,1, , 
se6360.002.17s,se,6360 ,002 ,17s,22937 ,Database Design ,,Open,Nurcan Yuruk,Mon & Wed : 11:30am-12:45pm : ECSS_2.311,2,38, ,1,-,,,ecs,csci,lec,1,nxy140530,2, ,syl
se6360.001.17s,se,6360 ,001 ,17s,22037 ,Database Design ,,Open,Chris Davis,Tues & Thurs : 11:30am-12:45pm : ECSS_2.412,0,40, ,1,-,,,ecs,csci,lec,1,cid021000,1, , 
se6360.004.17s,se,6360 ,004 ,17s,28098 ,Database Design ,,Open,Aditya Srivastava,Fri : 4:00pm-6:45pm : SOM_12.218,0,30, ,1,-,,,ecs,csci,lec,1,axs142531,0, , 
se6361.001.17s,se,6361 ,001 ,17s,22038 ,Advanced Requirements Engineering ,,Open,Lawrence Chung,Tues & Thurs : 11:30am-12:45pm : CB_1.223,4,12, ,1,-,,,ecs,csci,lec,1,chung,0, , 
se6367.001.17s,se,6367 ,001 ,17s,23227 ,"Software Testing, Validation and Verification ",,Open,Lingming Zhang,Tues & Thurs : 4:00pm-5:15pm : SOM_2.802,4,36, ,1,-,,,ecs,csci,lec,1,lxz144130,1, , 
se6387.001.17s,se,6387 ,001 ,17s,27715 ,Advanced Software Engineering Project ,,Open,Rym Zalila-Wenkstern,Tues & Thurs : 1:00pm-2:15pm : FO_2.702,4,36, ,1,do_eval,,,ecs,csci,lec,1,rmili,0, , 
se6388.501.17s,se,6388 ,501 ,17s,22039 ,Software Project Planning and Management ,,Open,Mark Paulk,Mon & Wed : 5:30pm-6:45pm : ECSS_2.305,3,37, ,1,-,,,ecs,csci,lec,1,mcp130030,1,9781259186400 ,syl
se7301.002.17s,se,7301 ,002 ,17s,27586 ,Recent Advances in Computing ,ADVANCED VIRTUAL REALITY,Open,Ryan McMahan,Tues & Thurs : 2:30pm-3:45pm : ECSS_2.311,0,30, ,1,-,,,ecs,csci,lec,1,rpm120130,0,9780321980045 , 
se7301.009.17s,se,7301 ,009 ,17s,27794 ,Recent Advances in Computing ,ADVANCED CRYPTOGRAPHY,Open,Yvo Desmedt,Tues & Thurs : 10:00am-11:15am : CB_1.223,0,16, ,1,-,,,ecs,csci,lec,1,ygd120030,0, ,syl
se7301.011.17s,se,7301 ,011 ,17s,28305 ,Recent Advances in Computing ,SOFTWARE MINING AND ANALYSIS,Open,Tien Nguyen,Mon & Wed : 1:00pm-2:15pm : SOM_2.903,4,11, ,1,-,,,ecs,csci,lec,1,tnn160630,0, , 
se7301.010.17s,se,7301 ,010 ,17s,28207 ,Recent Advances in Computing ,ADV TOPICS SYSMS SECURITY,Open,Zhiqiang Lin,Fri : 4:00pm-6:45pm : SLC_2.202,0,25, ,1,-,,,ecs,csci,lec,1,zxl111930,0, , 
smed5302.501.17s,smed,5302 ,501 ,17s,26047 ,Teaching and Learning of Science and Mathematics ,,Open,Barbara Curry,Mon : 5:30pm-8:15pm : FN_2.306,9,6, ,1,do_eval,,,nsm,sced,lec,1,barbc,0, ,syl
smed5304.501.17s,smed,5304 ,501 ,17s,26261 ,Research Methods in Science and Mathematics ,,Open,Homer Montgomery,Tues : 5:30pm-8:15pm : SLC_1.214,10,20, ,1,do_eval,,,nsm,sced,lec,1,mont,1, ,syl
smed6v98.501.17s,smed,6v98 ,501 ,17s,26077 ,Thesis Research ,,Open,Homer Montgomery,-schedule is not posted or not applicable-,1,9, ,1,-,,,nsm,sced,mst,1,mont,0, , 
smed6v98.0w1.17s,smed,6v98 ,0w1 ,17s,26083 ,Thesis Research ,,Open,Mary Lena Kelly,-schedule is not posted or not applicable-,0,30, ,1,-,,,nsm,sced,mst,1,mlk023000,0, , 
soc1301.pac.17s,soc,1301 ,pac ,17s,23848 ,Introduction to Sociology ,,Closed,Richard Scotch,Tues & Thurs : 11:30am-12:45pm : CB3_1.314,19,0,080 ,1,do_eval,,,eps,eps,lec,1,scotch,0,"9780393937459,9780393522433 ",syl
soc1301.001.17s,soc,1301 ,001 ,17s,23450 ,Introduction to Sociology ,,Open,Zachary Simoni,Tues & Thurs : 10:00am-11:15am : GR_2.530,72,3,080 ,1,do_eval,,,eps,eps,lec,1,zrs160030,1,9780393251036 ,syl
soc1301.0w1.17s,soc,1301 ,0w1 ,17s,23956 ,Introduction to Sociology ,,Open,Beverly Carlsen-Landy,-schedule is not posted or not applicable-,55,5,080 ,1,do_eval,,,eps,eps,lec,1,blc120130,0,"9780134206325,9780134220017 ", 
soc2300.001.17s,soc,2300 ,001 ,17s,23962 ,Introduction to Gender Studies ,,Open,Larissa Werhnyak,Tues & Thurs : 2:30pm-3:45pm : HH_2.502,9,47,080 ,1,do_eval,,,eps,eps,lec,1,lxw163630,0, ,syl
soc2303.001.17s,soc,2303 ,001 ,17s,27094 ,"Culture, Media and Society ",,Open,Jacquelyn Cheun,Mon & Wed : 2:30pm-3:45pm : CB3_1.302,9,40, ,1,do_eval,,,eps,eps,lec,1,jjc150830,0,9781473902367 ,syl
soc2305.0w1.17s,soc,2305 ,0w1 ,17s,23991 ,Individual and Society ,,Closed,John Malek-Ahmadi,-schedule is not posted or not applicable-,35,0, ,1,do_eval,,,eps,eps,lec,1,jhm110020,0, , 
soc2320.0w1.17s,soc,2320 ,0w1 ,17s,23990 ,Contemporary Social Issues ,,Open,Zachary Simoni,-schedule is not posted or not applicable-,47,3,080 ,1,do_eval,,,eps,eps,lec,1,zrs160030,1,9781260133318 ,syl
soc3305.001.17s,soc,3305 ,001 ,17s,23948 ,Applied Data Analysis ,,Open,Kara Sutton,Tues & Thurs : 11:30am-12:45pm : JO_3.536,16,3, ,1,do_eval,,,eps,eps,lec,1,klt011200,0,"9780840064639,9781285632551 ",syl
soc3315.pac.17s,soc,3315 ,pac ,17s,26933 ,Socio-Behavioral Sciences for Medicine ,,Open,Karen De Olivares,Mon & Wed : 2:30pm-3:45pm : SLC_2.203,14,13, ,1,do_eval,,,eps,eps,lec,1,kxd124130,0,"9780345370778,9780679752929 ", 
soc3325.0w1.17s,soc,3325 ,0w1 ,17s,27095 ,Race and Ethnicity ,,Open,John Malek-Ahmadi,-schedule is not posted or not applicable-,57,1, ,1,do_eval,,,eps,eps,lec,1,jhm110020,0, , 
soc3333.001.17s,soc,3333 ,001 ,17s,27685 ,Religion in Society ,,Open,Bobby Alexander,Mon & Wed : 2:30pm-3:45pm : GR_2.530,69,1, ,1,do_eval,,,eps,eps,lec,1,bcalex,1,"9780195341478,9780691134116 ",syl
soc3352.0w1.17s,soc,3352 ,0w1 ,17s,23836 ,"Sex, Gender and Society ",,Closed,Carol Lanham,-schedule is not posted or not applicable-,72,-1, ,1,do_eval,,,eps,eps,lec,1,ccl054000,1,"9780205899685,9781317348078 ",syl
soc3379.001.17s,soc,3379 ,001 ,17s,27372 ,Diversity in the Public Sector ,,Open,Ariel Arguelles,Tues & Thurs : 11:30am-12:45pm : SLC_2.203,15,15, ,1,do_eval,,,eps,eps,lec,1,axa152731,0, ,syl
soc3381.001.17s,soc,3381 ,001 ,17s,27686 ,Field Research Methods ,,Open,Bobby Alexander,Mon & Wed : 11:30am-12:45pm : ECSN_2.112,24,6, ,1,do_eval,,,eps,eps,lec,1,bcalex,1,"9781483376868,9781412936507 ",syl
soc4306.001.17s,soc,4306 ,001 ,17s,27098 ,Advanced Sociological Research ,,Open,Zachary Simoni,Mon & Wed : 10:00am-11:15am : GR_3.606,8,17, ,1,do_eval,,,eps,eps,lec,1,zrs160030,1,"9781305104945,9781305445567 ",syl
soc4357.001.17s,soc,4357 ,001 ,17s,27097 ,"Drugs, Alcohol and Society ",,Open,Carol Lanham,Tues & Thurs : 1:00pm-2:15pm : SOM_12.202,59,1, ,1,do_eval,,,eps,eps,lec,1,ccl054000,1,9780199935901 ,syl
soc4384.001.17s,soc,4384 ,001 ,17s,23837 ,Social Epidemiology ,,Closed,Zachary Simoni,Mon & Wed : 1:00pm-2:15pm : CB1_1.102,39,0, ,1,do_eval,,,eps,eps,lec,1,zrs160030,1,"9781449648275,9781284104783 ",syl
soc4385.hn1.17s,soc,4385 ,hn1 ,17s,23957 ,Health and Illness in Global and Cross-national Perspective ,Collegium V Honors,Closed,Dohyeong Kim,Mon & Wed : 8:30am-9:45am : GR_3.606,25,0, ,1,do_eval,,,eps,eps,lec,1,dxk132530,1,"9781449648251,9781284046502 ",syl
soc6315.501.17s,soc,6315 ,501 ,17s,27059 ,Evaluating Program and Organizational Performance ,,Open,James Harrington,Wed : 7:00pm-9:45pm : CB3_1.308,1,24, ,1,-,,,eps,eps,lec,1,jxh134630,0, ,syl
soc6356.001.17s,soc,6356 ,001 ,17s,27579 ,Health and Illness ,,Open,Richard Scotch,Tues : 4:00pm-6:45pm : CB_1.219,3,12, ,1,do_eval,,,eps,eps,lec,1,scotch,0, ,syl
soc6381.501.17s,soc,6381 ,501 ,17s,23851 ,Nonprofit Management ,,Open,Young-Joo Lee,Thurs : 7:00pm-9:45pm : GR_3.606,5,25, ,1,do_eval,,,eps,eps,lec,1,yxl093000,0, ,syl
soc6386.501.17s,soc,6386 ,501 ,17s,27373 ,Diversity Management ,,Open,Meghna Sabharwal,Wed : 7:00pm-9:45pm : GR_3.606,6,24, ,1,do_eval,,,eps,eps,lec,1,mxs095000,0, ,syl
span1311.002.17s,span,1311 ,002 ,17s,20457 ,Beginning Spanish I ,,Open,Shelby Vincent,"Mon, Wed & Fri : 3:00pm-3:50pm : JO_4.502",18,12, ,1,do_eval,,,ah,ah,lec,1,sdv034000,0, ,syl
span1311.001.17s,span,1311 ,001 ,17s,20156 ,Beginning Spanish I ,,Open,Julia Leverone,"Mon, Wed & Fri : 9:00am-9:50am : JO_4.502",25,5, ,1,do_eval,,,ah,ah,lec,1,jxl162631,0,9780205977925 ,syl
span1312.001.17s,span,1312 ,001 ,17s,20043 ,Beginning Spanish II ,,Open,Julia Leverone,"Mon, Wed & Fri : 10:00am-10:50am : JO_4.502",20,10, ,1,do_eval,,,ah,ah,lec,1,jxl162631,0, ,syl
span2311.001.17s,span,2311 ,001 ,17s,20328 ,Intermediate Spanish I ,,Open,Cristina Gonzalez,"Mon, Wed & Fri : 11:00am-11:50am : JO_4.502",12,18, ,1,do_eval,,,ah,ah,lec,1,cxg042000,0, ,syl
span2312.001.17s,span,2312 ,001 ,17s,20337 ,Intermediate Spanish II ,,Open,Lorena Camacho-Guardado,"Mon, Wed & Fri : 1:00pm-1:50pm : JO_4.502",7,23, ,1,do_eval,,,ah,ah,lec,1,lxc163230,0, ,syl
span2341.001.17s,span,2341 ,001 ,17s,20546 ,Medical Spanish ,,Open,Cristina Gonzalez,"Mon, Wed & Fri : 2:00pm-2:50pm : GR_4.204",29,1, ,1,do_eval,,,ah,ah,lec,1,cxg042000,0, , 
span3365.001.17s,span,3365 ,001 ,17s,27664 ,Advanced Spanish I ,,Open,Lorena Camacho-Guardado,"Mon, Wed & Fri : 12:00pm-12:50pm : JO_4.502",14,16, ,1,do_eval,,,ah,ah,lec,1,lxc163230,0, ,syl
span4364.001.17s,span,4364 ,001 ,17s,20456 ,Advanced Spanish Culture ,,Open,Lorena Camacho-Guardado,"Mon, Wed & Fri : 2:00pm-2:50pm : JO_4.502",6,24, ,1,do_eval,,,ah,ah,lec,1,lxc163230,0, ,syl
spau3301.001.17s,spau,3301 ,001 ,17s,21222 ,Communication Disorders ,,Open,Michelle Aldridge,Fri : 1:00pm-3:45pm : CD2_J.108,55,30, ,1,do_eval,,,bbs,bbsc,lec,1,aldridge,0, ,syl
spau3303.001.17s,spau,3303 ,001 ,17s,21223 ,Normal Language Development ,,Open,Mandy Maguire,Wed : 1:00pm-3:45pm : CRA_12.110,41,55, ,1,do_eval,,,bbs,bbsc,lec,1,mjm053000,1,"9781133939092,9781285632896 ",syl
spau3304.001.17s,spau,3304 ,001 ,17s,21224 ,Communication Sciences ,,Open,Diane Walsh,Tues & Thurs : 10:00am-11:15am : FN_2.102,172,8, ,1,do_eval,,,bbs,bbsc,lec,1,dxg022000,1,"9781597564816,9781597565400 ",syl
spau3305.001.17s,spau,3305 ,001 ,17s,21404 ,Language and Literacy Development ,,Open,Emily Touchstone,Mon & Wed : 10:00am-11:15am : CRA_12.110,22,74, ,1,do_eval,,,bbs,bbsc,lec,1,exw010200,1,"9781593859909,9781462506668 ",syl
spau3340.001.17s,spau,3340 ,001 ,17s,21225 ,Articulation Disorders ,,Open,Michelle Aldridge,Mon : 1:00pm-3:45pm : GR_4.428,117,9, ,1,do_eval,,,bbs,bbsc,lec,1,aldridge,0, , 
spau3341.001.17s,spau,3341 ,001 ,17s,21226 ,Audiology ,,Open,Marjorie Grantham,Fri : 9:00am-11:45am : CD1_C.114,30,160, ,1,do_eval,,,bbs,bbsc,lec,1,mag161930,1,"9780133491463,9780133472998 ",syl
spau3342.501.17s,spau,3342 ,501 ,17s,21265 ,Exceptional Children ,,Open,John Barfoot,Tues : 7:00pm-9:45pm : GR_4.428,20,110, ,1,do_eval,,,bbs,bbsc,lec,1,jwb043000,1,"9781452216775,9781483321653 ",syl
spau3343.001.17s,spau,3343 ,001 ,17s,21235 ,Phonetics ,,Open,William Katz,Fri : 9:00am-11:45am : CD2_J.108,67,18, ,1,do_eval,,,bbs,bbsc,lec,1,wkatz,1,9781118505083 , 
spau3344.001.17s,spau,3344 ,001 ,17s,21227 ,Anatomy and Physiology of Speech and Hearing ,ANAT & PHYS OF SPCH & HEARING,Open,Betty Mathew,Tues : 4:00pm-6:45pm : CRA_12.110,69,27, ,1,do_eval,,,bbs,bbsc,lec,1,bsm170230,1,"9780781788373,9780323239820,9780323239875,9780323239837 ", 
spau3345.001.17s,spau,3345 ,001 ,17s,21228 ,Neural Basis of Communication ,,Open,Diane Walsh,Tues & Thurs : 1:00pm-2:15pm : HH_2.402,96,34, ,1,do_eval,,,bbs,bbsc,lec,1,dxg022000,1,"9781284023060,9781284092639 ",syl
spau3388.001.17s,spau,3388 ,001 ,17s,21229 ,Clinical Observation in Speech-Language Pathology ,,Closed,Karen Kaplan,-schedule is not posted or not applicable-,47,-17, ,1,do_eval,,,bbs,bbsc,pra,1,kkaplan,0, , 
spau3390.002.17s,spau,3390 ,002 ,17s,21277 ,Clinical Practicum in Speech-Language Pathology ,,Open,Karen Kaplan,-schedule is not posted or not applicable-,5,25, ,1,do_eval,,,bbs,bbsc,pra,1,kkaplan,0, , 
spau3390.003.17s,spau,3390 ,003 ,17s,21278 ,Clinical Practicum in Speech-Language Pathology ,,Open,Karen Kaplan,-schedule is not posted or not applicable-,5,25, ,1,do_eval,,,bbs,bbsc,pra,1,kkaplan,0, , 
spau3390.001.17s,spau,3390 ,001 ,17s,21230 ,Clinical Practicum in Speech-Language Pathology ,,Open,Karen Kaplan,-schedule is not posted or not applicable-,6,24, ,1,do_eval,,,bbs,bbsc,pra,1,kkaplan,0, , 
spau4308.001.17s,spau,4308 ,001 ,17s,21263 ,Language Disorders in Children ,,Open,Emily Touchstone,Wed : 1:00pm-3:45pm : GR_4.428,59,71, ,1,do_eval,,,bbs,bbsc,lec,1,exw010200,1,"9780131390485,9780133467567 ", 
spau4342.001.17s,spau,4342 ,001 ,17s,21231 ,Assessment Procedures in Speech-Language Pathology ,,Open,Karen Kaplan,Tues & Thurs : 8:30am-9:45am : CRA_12.120,15,33, ,1,do_eval,,,bbs,bbsc,lec,1,kkaplan,0, ,syl
spau4367.001.17s,spau,4367 ,001 ,17s,21326 ,Development and Design of Therapeutic Resources ,,Open,Karen Kaplan,Mon & Wed : 11:30am-12:45pm : CRA_12.110,19,19, ,1,do_eval,,,bbs,bbsc,lec,1,kkaplan,0, ,syl
spau4375.001.17s,spau,4375 ,001 ,17s,21493 ,Honors Seminar ,,Open,Melanie Spence,Tues : 1:00pm-3:45pm : GR_4.204,0,32, ,1,-,,,bbs,bbsc,sem,1,mspence,1, , 
spau4393.001.17s,spau,4393 ,001 ,17s,21331 ,Language in Culture and Society ,,Open,Hanna Ulatowska,Wed : 1:00pm-3:45pm : CRA_12.120,27,21, ,1,do_eval,,,bbs,bbsc,lec,1,hanna,0,"9781483344317,9781483344300 ",syl
spau4396.001.17s,spau,4396 ,001 ,17s,21232 ,Internship ,,Open,"Joanna Gentsch,Michael Choate",Wed : 12:00pm-1:00pm : SSB_3.107B;Wed : 12:00pm-1:00pm : SSB_3.107B;Wed : 12:00pm-1:00pm : SSB_3.107B;Wed : 12:00pm-1:00pm : SSB_3.107B,2,13, ,1,do_eval,,,bbs,bbsc,pra,1,"jgentsch,mchoate",0, , 
stat1342.001.17s,stat,1342 ,001 ,17s,26011 ,Statistical Decision Making ,,Open,Cheng Wang,Mon & Wed : 8:30am-9:45am : JO_3.516,42,23,020 090,1,do_eval,,,nsm,math,lec,1,cxw113020,0, ,syl
stat2332.001.17s,stat,2332 ,001 ,17s,26483 ,Introductory Statistics for Life Sciences ,,Open,Swati Biswas,Mon & Wed : 11:30am-12:45pm : JO_3.516,88,12,020 090,1,do_eval,,,nsm,math,lec,1,sxb125731,1,"9780393522105,9780393929720 ",syl
stat2332.002.17s,stat,2332 ,002 ,17s,26789 ,Introductory Statistics for Life Sciences ,,Open,Frank Konietschke,Mon & Wed : 1:00pm-2:15pm : JO_3.516,98,2,020 090,1,do_eval,,,nsm,math,lec,1,fxk141230,1,"9780393522105,9780393929720 ",syl
stat2332.003.17s,stat,2332 ,003 ,17s,26790 ,Introductory Statistics for Life Sciences ,,Open,Min Chen,Tues & Thurs : 11:30am-12:45pm : JO_3.516,82,18,020 090,1,do_eval,,,nsm,math,lec,1,mxc136030,1,"9780393522105,9780393929720 ",syl
stat3341.002.17s,stat,3341 ,002 ,17s,26337 ,Probability and Statistics in Computer Science and Software Engineering ,,Open,Yulia Gel,Tues & Thurs : 1:00pm-2:15pm : GR_3.420,1,4, ,1,-,,,nsm,math,lec,1,yxg142030,1,"9781439875902,9781498760607 ", 
stat3341.001.17s,stat,3341 ,001 ,17s,26244 ,Probability and Statistics in Computer Science and Software Engineering ,,Open,Tristan Whalen,Mon & Wed : 8:30am-9:45am : GR_3.420,5,95, ,1,do_eval,,,nsm,math,lec,1,tgw100020,1,"9781439875902,9781498760607 ", 
stat3341.003.17s,stat,3341 ,003 ,17s,26245 ,Probability and Statistics in Computer Science and Software Engineering ,,Closed,Tristan Whalen,Mon & Wed : 11:30am-12:45pm : GR_3.420,6,-1, ,1,do_eval,,,nsm,math,lec,1,tgw100020,1,"9781439875902,9781498760607 ", 
stat3355.001.17s,stat,3355 ,001 ,17s,26465 ,Data Analysis for Statisticians and Actuaries ,,Open,Larry Ammann,Mon & Wed : 1:00pm-2:15pm : FO_1.202,36,12, ,1,do_eval,,,nsm,math,lec,1,ammann,0, , 
stat3360.004.17s,stat,3360 ,004 ,17s,26816 ,Probability and Statistics for Management and Economics ,,Open,Ruikai Cao,Mon & Wed : 4:00pm-5:15pm : JO_3.516,24,48, ,1,do_eval,,,nsm,math,lec,1,rxc132030,0,"9781285425450,9781337431026 ",syl
stat3360.001.17s,stat,3360 ,001 ,17s,26013 ,Probability and Statistics for Management and Economics ,,Open,Kemelli Estacio-Hiroms,Mon & Wed : 10:00am-11:15am : GR_3.302,46,10, ,1,do_eval,,,nsm,math,lec,1,kxe160930,1,"9781285425450,9781337431026 ",syl
stat3360.002.17s,stat,3360 ,002 ,17s,26157 ,Probability and Statistics for Management and Economics ,,Open,Jiayi Wu,Mon & Wed : 2:30pm-3:45pm : JO_3.516,46,10, ,1,do_eval,,,nsm,math,lec,1,jxw133130,0,"9781285425450,9781337431026 ",syl
stat3360.003.17s,stat,3360 ,003 ,17s,26260 ,Probability and Statistics for Management and Economics ,,Open,Yuly Koshevnik,Tues & Thurs : 4:00pm-5:15pm : GR_3.302,58,2, ,1,do_eval,,,nsm,math,lec,1,yxk055000,1,"9781285425450,9781337431026 ",syl
stat4352.501.17s,stat,4352 ,501 ,17s,25888 ,Mathematical Statistics ,,Open,Yuly Koshevnik,Mon & Wed : 5:30pm-6:45pm : GR_3.302,44,12, ,1,do_eval,,,nsm,math,lec,1,yxk055000,1,"9780321807090,9780134291673 ",syl
stat4382.001.17s,stat,4382 ,001 ,17s,25938 ,Stochastic Processes ,,Open,Larry Ammann,Mon & Wed : 4:00pm-5:15pm : GR_3.302,53,3, ,1,do_eval,,,nsm,math,lec,1,ammann,0,"9780124079489,9780124081215 ", 
stat5352.501.17s,stat,5352 ,501 ,17s,26793 ,Probability and Statistics II ,,Open,Qiongxia Song,Mon & Wed : 5:30pm-6:45pm : FO_1.202,40,8, ,1,do_eval,,,nsm,math,lec,1,qxs102020,1,"9780321807090,9780134291673 ",syl
stat6313.001.17s,stat,6313 ,001 ,17s,26438 ,Statistical Methods for Data Science ,,Closed,Pankaj Choudhary,Tues & Thurs : 4:00pm-5:15pm : GR_3.420,6,-1, ,1,do_eval,,,nsm,math,lec,1,pkc022000,1, , 
stat6313.502.17s,stat,6313 ,502 ,17s,26587 ,Statistical Methods for Data Science ,,Open,William Semper,Mon & Wed : 5:30pm-6:45pm : ECSS_2.410,2,8, ,1,-,,,nsm,math,lec,1,wjs130130,2, ,syl
